nces,ben,ffl_name,sites,nces_name,nces_schools,latitude,longitude,buildings_lt1_5,buildings_1_5to3,buildings_3to10,buildings_10to25,buildings_25to50,buildings_50to100,buildings_gt100,min_sites_schools,pct_sites_accounted_for ,nces_over_ffl_sites,data_quality_score,capped_buildings_gt50,pct_bldgs_gt50,pct_bldgs_gt50_alt,bldgs_gt50_alt,pct_bldgs_gt50_alt_label
401290,142977,BOUSE ELEM SCHOOL DISTRICT 26,1,BOUSE ELEMENTARY DISTRICT,1,33.921897,-113.998444,0,0,1,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
401330,143069,BOWIE UNIF SCHOOL DISTRICT 14,2,BOWIE UNIFIED DISTRICT,2,32.325,-109.4868,0,0,0,5,0,0,0,2,250%,100%,4,0,0,0,0,0%
401410,142980,BUCKEYE UN HIGH SCH DIST 201,4,BUCKEYE UNION HIGH SCHOOL DISTRICT,4,33.374107,-112.576381,0,0,0,22,0,0,0,4,550%,100%,4,0,0,0,0,0%
401600,143187,CAMP VERDE UNIF SCHOOL DIST 28,7,CAMP VERDE UNIFIED DISTRICT,4,34.586652,-111.859976,0,0,6,0,0,0,0,4,86%,57%,4,0,0,0,0,0%
401650,142975,CANON ELEM SCHOOL DISTRICT 50,1,CANON ELEMENTARY DISTRICT,1,34.063235,-112.141034,0,0,1,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
401740,142924,CASA GRANDE UN H S DISTRICT 82,5,CASA GRANDE UNION HIGH SCHOOL DISTRICT,4,32.935777,-111.739421,0,0,0,0,1,0,0,4,20%,80%,4,0,0,0,0,0%
401810,143165,CEDAR UNIF SCHOOL DISTRICT 25,4,CEDAR UNIFIED DISTRICT,2,35.809988,-110.190665,4,0,0,0,0,0,0,2,100%,50%,2,0,0,0,0,0%
402130,143070,COCHISE SCHOOL DISTRICT 26,1,COCHISE ELEMENTARY DISTRICT,1,32.1124,-109.9197,0,0,6,0,0,0,0,1,600%,100%,4,0,0,0,0,0%
402190,143134,CONCHO ELEMENTARY SCH DIST 6,1,CONCHO ELEMENTARY DISTRICT,1,34.42258,-109.64049,0,0,3,0,0,0,0,1,300%,100%,4,0,0,0,0,0%
402220,16021835,CONGRESS ELEMENTARY SCHOOL DIST,1,CONGRESS ELEMENTARY DISTRICT,1,34.169252,-112.858884,0,0,0,0,0,0,0,1,0%,100%,4,0,0,,,NA
402250,98129,CONTINENTAL ELEMENTARY  SCHOOL,1,CONTINENTAL ELEMENTARY DISTRICT,1,31.841829,-110.959742,0,0,6,0,0,0,0,1,600%,100%,4,0,0,0,0,0%
402320,142928,COOLIDGE UNIF SCHOOL DIST 21,11,COOLIDGE UNIFIED DISTRICT,7,32.981316,-111.524067,0,0,0,11,0,0,0,7,100%,64%,2,0,0,0,0,0%
402370,143192,COTTONWOOD-OAK CREEK DIST 6,5,COTTONWOOD-OAK CREEK ELEMENTARY DISTRICT,5,34.740425,-112.027491,0,0,0,0,19,0,0,5,380%,100%,4,0,0,0,0,0%
402490,98111,DOUBLE ADOBE SCHOOL,1,DOUBLE ADOBE ELEMENTARY DISTRICT,1,31.460471,-109.698046,0,0,0,0,0,0,0,1,0%,100%,4,0,0,,,NA
402530,143073,DOUGLAS UNIFIED SCHOOL DIST 27,12,DOUGLAS UNIFIED DISTRICT,9,31.346595,-109.544972,0,0,10,10,10,0,0,9,250%,75%,4,0,0,0,0,0%
402600,143039,DUNCAN UNIFIED SCHOOL DIST 2,2,DUNCAN UNIFIED DISTRICT,2,32.724838,-109.107411,0,0,0,0,14,0,0,2,700%,100%,4,0,0,0,0,0%
402760,143074,ELFRIDA SCHOOL DISTRICT 12,1,ELFRIDA ELEMENTARY DISTRICT,1,31.685408,-109.688545,0,0,5,0,0,0,0,1,500%,100%,4,0,0,0,0,0%
402790,142931,ELOY ELEM SCHOOL DISTRICT 11,4,ELOY ELEMENTARY DISTRICT,4,32.759555,-111.550422,0,0,0,0,45,0,0,4,1125%,100%,4,0,0,0,0,0%
403200,143040,FORT THOMAS UNIF SCHOOL DIST 7,5,FT THOMAS UNIFIED DISTRICT,3,33.034316,-109.964537,0,0,3,0,0,0,0,3,60%,60%,4,0,0,0,0,0%
403290,143226,GANADO UNIFIED DISTRICT 20,5,GANADO UNIFIED SCHOOL DISTRICT,4,35.663273,-109.058474,0,0,0,0,17,0,0,4,340%,80%,4,0,0,0,0,0%
403310,142993,GILA BEND UNIF SCHOOL DIST 24,2,GILA BEND UNIFIED DISTRICT,2,32.951229,-112.71743,0,0,0,3,0,0,0,2,150%,100%,4,0,0,0,0,0%
403500,143032,GLOBE UNIFIED SCH DISTRICT 1,3,GLOBE UNIFIED DISTRICT,3,33.393113,-110.781304,0,0,0,0,3,0,0,3,100%,100%,1,0,0,0,0,0%
403550,143156,GRAND CANYON UNIF SCHOOL DIST,2,GRAND CANYON UNIFIED DISTRICT,2,36.05238,-112.13862,0,0,0,1,0,0,0,2,50%,100%,4,0,0,0,0,0%
403860,142889,MARICOPA CO REGIONAL SCH DIST,18,MARICOPA COUNTY REGIONAL DISTRICT,5,33.489588,-112.13212,0,0,6,0,0,0,0,5,33%,28%,4,0,0,0,0,0%
403870,143195,HUMBOLDT UNIF SCHOOL DIST 22,11,HUMBOLDT UNIFIED DISTRICT,10,34.629878,-112.318699,0,0,0,11,0,0,0,10,100%,91%,2,0,0,0,0,0%
404060,143164,KAYENTA UNIFIED SCHOOL DIST 27,4,KAYENTA UNIFIED DISTRICT,4,36.939992,-110.214493,0,0,0,7,0,0,0,4,175%,100%,4,0,0,0,0,0%
404170,143197,KIRKLAND ELEM SCHOOL DIST 23,1,KIRKLAND ELEMENTARY DISTRICT,1,34.4282,-112.77,0,0,0,0,0,0,0,1,0%,100%,4,0,0,,,NA
404530,143152,MAINE CONS SCHOOL DISTRICT 10,1,MAINE CONSOLIDATED SCHOOL DISTRICT,1,35.2597,-111.9484,0,0,1,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
404570,143099,MAMMOTH-SAN MANUEL UNIF DIST 8,3,MAMMOTH-SAN MANUEL UNIFIED DISTRICT,4,32.599435,-110.630631,0,0,0,1,0,0,0,3,33%,133%,4,0,0,0,0,0%
404770,143128,ALTAR VALLEY SCHOOL DIST 51,3,ALTAR VALLEY ELEMENTARY DISTRICT,2,32.066588,-111.317363,0,0,0,7,0,0,0,2,233%,67%,4,0,0,0,0,0%
404820,143200,MAYER UNIF SCHOOL DISTRICT 43,2,MAYER UNIFIED SCHOOL DISTRICT,2,34.399921,-112.241502,0,0,0,0,13,0,0,2,650%,100%,4,0,0,0,0,0%
404860,143138,MCNARY SCHOOL DISTRICT 23,1,MCNARY ELEMENTARY DISTRICT,1,34.0754,-109.857,1,0,0,1,0,0,0,1,200%,100%,4,0,0,0,0,0%
404920,143079,MCNEAL ELEM SCHOOL DISTRICT 55,1,MCNEAL ELEMENTARY DISTRICT,1,31.599449,-109.677826,0,0,0,1,0,0,0,1,100%,100%,1,0,0,0,0,0%
405070,143194,MINGUS UNION HIGH SCH DIST 4,1,MINGUS UNION HIGH SCHOOL DISTRICT,1,34.717534,-112.005728,0,0,0,0,0,0,0,1,0%,100%,4,0,0,,,NA
405100,142945,MOBILE ELEM SCHOOL DISTRICT 86,1,MOBILE ELEMENTARY DISTRICT,1,33.0555,-112.271824,0,0,1,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
405190,143223,MOHAVE VALLEY ELEM SCH DIST 16,5,MOHAVE VALLEY ELEMENTARY DISTRICT,4,34.9227,-114.611,0,0,0,0,37,0,0,4,740%,80%,4,0,0,0,0,0%
405220,143004,MOHAWK VALLEY SCHOOL DIST 17,1,MOHAWK VALLEY ELEMENTARY DISTRICT,1,32.754062,-113.970741,0,0,0,0,0,0,0,1,0%,100%,4,0,0,,,NA
405340,142997,MORRISTOWN ELEMENTARY SCHOOL DISTRICT NO. 75,1,MORRISTOWN ELEMENTARY DISTRICT,1,33.8548,-112.6195,0,0,0,1,0,0,0,1,100%,100%,1,0,0,0,0,0%
405360,222811,PIMA ACCOMODATION DISTRICT,1,PIMA ACCOMMODATION DISTRICT,2,32.221648,-110.973392,0,0,0,1,0,0,0,1,100%,200%,2,0,0,0,0,0%
405400,142900,MURPHY ELEM SCHOOL DISTRICT 21,6,MURPHY ELEMENTARY DISTRICT,4,33.436756,-112.117502,0,0,0,0,60,0,0,4,1000%,67%,4,0,0,0,0,0%
405430,143082,NACO SCHOOL DISTRICT 23,1,NACO ELEMENTARY DISTRICT,1,31.33618,-109.94674,0,0,4,0,0,0,0,1,400%,100%,4,0,0,0,0,0%
405640,143088,ORACLE SCHOOL DISTRICT 2,2,ORACLE ELEMENTARY DISTRICT,2,32.607075,-110.760079,0,0,13,0,0,0,0,2,650%,100%,4,0,0,0,0,0%
405760,143058,TONTO BASIN ELEM SCH DIST 33,1,TONTO BASIN ELEMENTARY DISTRICT,1,33.9439,-111.3156,0,0,1,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
405820,143169,PAGE UNIF SCHOOL DISTRICT 8,5,PAGE UNIFIED DISTRICT,4,36.913338,-111.458052,0,0,0,0,6,0,0,4,120%,80%,4,0,0,0,0,0%
405850,16042930,PALO VERDE ELEMENTARY DISTRICT,1,PALO VERDE ELEMENTARY DISTRICT,1,33.3496,-112.6774,0,0,17,0,0,0,0,1,1700%,100%,4,0,0,0,0,0%
405880,142994,PALOMA ELEMENTARY SCHOOL DISTRICT 94,1,PALOMINAS ELEMENTARY DISTRICT,3,31.380019,-110.123046,0,0,0,0,0,0,0,1,0%,300%,4,0,0,,,NA
406000,143091,PATAGONIA ELEM SCHOOL DIST 6,2,PATAGONIA ELEMENTARY DISTRICT,1,31.540401,-110.750763,0,0,1,0,0,0,0,1,50%,50%,4,0,0,0,0,0%
406070,143053,PAYSON UNIF SCHOOL DISTRICT 10,8,PAYSON UNIFIED DISTRICT,6,34.235738,-111.329959,0,0,0,0,22,0,0,6,275%,75%,4,0,0,0,0,0%
406120,16035159,PEACH SPRINGS ELEMENTARY SCHOOL,1,PEACH SPRINGS UNIFIED DISTRICT,1,35.520591,-113.489461,0,0,1,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
406150,143093,PEARCE SCHOOL DISTRICT 22,1,PEARCE ELEMENTARY DISTRICT,1,31.8956,-109.8192,0,0,6,0,0,0,0,1,600%,100%,4,0,0,0,0,0%
406440,143045,PIMA UNIF SCHOOL DISTRICT 6,3,PIMA UNIFIED DISTRICT,3,32.89317,-109.827316,0,0,0,4,0,0,0,3,133%,100%,4,0,0,0,0,0%
406580,143137,BLUE RIDGE UNIF SCHOOL DIST 32,5,BLUE RIDGE UNIFIED DISTRICT,5,34.147637,-109.969635,0,0,0,0,6,0,0,5,120%,100%,4,0,0,0,0,0%
406780,142989,QUARTZSITE SCHOOL DISTRICT 4,2,QUARTZSITE ELEMENTARY DISTRICT,2,33.6143,-114.5097,0,0,0,24,0,0,0,2,1200%,100%,4,0,0,0,0,0%
406850,142942,RAY UNIFIED SCHOOL DISTRICT 3,3,RAY UNIFIED DISTRICT,3,33.0656,-110.9113,0,0,51,0,0,0,0,3,1700%,100%,4,0,0,0,0,0%
406870,143229,RED MESA UNIF SCH DISTRICT 27,5,RED MESA UNIFIED DISTRICT,5,36.9218,-109.0862,0,0,12,4,0,0,0,5,320%,100%,4,0,0,0,0,0%
406900,142949,RED ROCK SCHOOL DISTRICT 5,1,RED ROCK ELEMENTARY DISTRICT,1,32.5734,-111.3291,0,0,1,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
407200,142950,SACATON SCHOOL DISTRICT 18,3,SACATON ELEMENTARY DISTRICT,2,33.081718,-111.761784,0,0,0,20,0,0,0,2,667%,67%,4,0,0,0,0,0%
407430,143100,SAN SIMON UNIF SCHOOL DIST 18,1,SAN SIMON UNIFIED DISTRICT,1,32.2654,-109.2236,0,0,0,3,0,0,0,1,300%,100%,4,0,0,0,0,0%
407520,143112,SANTA CRUZ VALLEY SCH DIST 35,12,SANTA CRUZ VALLEY UNIFIED DISTRICT,6,31.504527,-111.012761,0,0,0,0,1,0,0,6,8%,50%,4,0,0,0,0,0%
407530,142930,SANTA CRUZ VALLEY H S DIST 840,1,SANTA CRUZ VALLEY UNION HIGH SCHOOL DISTRICT,3,32.75845,-111.554918,0,0,1,0,0,0,0,1,100%,300%,2,0,0,0,0,0%
407630,143204,SELIGMAN UNIF SCHOOL DIST 40,2,SELIGMAN UNIFIED DISTRICT,2,35.329755,-112.874378,0,0,7,0,0,0,0,2,350%,100%,4,0,0,0,0,0%
407680,142988,SENTINEL SCHOOL DISTRICT 71,1,SENTINEL ELEMENTARY DISTRICT,1,32.7963,-113.5409,0,0,7,0,0,0,0,1,700%,100%,4,0,0,0,0,0%
407770,143206,SKULL VALLEY SCHOOL DIST 15,1,SKULL VALLEY ELEMENTARY DISTRICT,1,34.5037,-112.6854,0,0,1,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
407820,143143,SNOWFLAKE UNIF SCHOOL DIST 5,7,SNOWFLAKE UNIFIED DISTRICT,7,34.500163,-110.084742,0,0,0,0,37,0,0,7,529%,100%,4,0,0,0,0,0%
408230,142957,SUPERIOR UNIF SCHOOL DIST 15,2,SUPERIOR UNIFIED SCHOOL DISTRICT,3,33.27721,-111.10969,0,0,4,0,0,0,0,2,200%,150%,4,0,0,0,0,0%
408280,143129,TANQUE VERDE UN SCHOOL DIST 13,4,TANQUE VERDE UNIFIED DISTRICT,4,32.250987,-110.754196,0,0,0,0,1,0,0,4,25%,100%,4,0,0,0,0,0%
408430,143077,PALOMINAS SCHOOL DISTRICT 49,4,PALOMA SCHOOL DISTRICT,1,32.9436,-112.7336,0,0,4,0,0,0,0,1,100%,25%,2,0,0,0,0,0%
408550,142933,TOLTEC SCHOOL DISTRICT 22,2,TOLTEC ELEMENTARY DISTRICT,2,32.783221,-111.619383,0,0,13,0,0,0,0,2,650%,100%,4,0,0,0,0,0%
408600,143106,TOMBSTONE UNIF SCHOOL DIST 1,5,TOMBSTONE UNIFIED DISTRICT,3,31.7121,-110.0623,0,0,7,7,7,0,0,3,420%,60%,4,0,0,0,0,0%
408640,143218,TOPOCK ELEMENTARY SCH DIST 12,1,TOPOCK ELEMENTARY DISTRICT,1,34.7718,-114.4808,0,0,0,1,0,0,0,1,100%,100%,1,0,0,0,0,0%
408910,143075,VALLEY UNION HIGH SCH DIST 22,1,VALLEY UNION HIGH SCHOOL DISTRICT,1,31.685407,-109.688861,0,0,1,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
409090,143014,WELLTON SCHOOL DISTRICT 24,1,WELLTON ELEMENTARY DISTRICT,1,32.67235,-114.14125,0,0,8,0,0,0,0,1,800%,100%,4,0,0,0,0,0%
409190,143030,WICKENBURG UNIF SCHOOL DIST 9,7,WICKENBURG UNIFIED DISTRICT,5,33.969678,-112.732597,0,0,0,30,0,0,0,5,429%,71%,4,0,0,0,0,0%
409250,143110,WILCOX UNIFIED SCHOOL DISTRICT,4,WILLCOX UNIFIED DISTRICT,3,32.259461,-109.841307,0,0,0,0,27,0,0,3,675%,75%,4,0,0,0,0,0%
409310,143172,WILLIAMS UNIF SCH DIST 2,2,WILLIAMS UNIFIED DISTRICT,2,35.243543,-112.18986,0,0,3,0,0,0,0,2,150%,100%,4,0,0,0,0,0%
409390,142898,WILSON SCHOOL DISTRICT 7,3,WILSON ELEMENTARY DISTRICT,2,33.454888,-112.016078,0,0,0,0,3,0,0,2,100%,67%,2,0,0,0,0,0%
409510,143019,YARNELL SCHOOL DISTRICT 52,1,YARNELL ELEMENTARY DISTRICT,1,34.223327,-112.744806,1,0,0,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
409600,143024,YUMA ELEM SCHOOL DISTRICT 1,23,YUMA ELEMENTARY DISTRICT,18,32.7161,-114.6246,0,0,0,24,24,0,0,18,209%,78%,4,0,0,0,0,0%
500001,139492,DEWITT PUBLIC SCHOOL DISTRICT,4,DEWITT SCHOOL DISTRICT,4,34.294281,-91.33917,0,0,0,2,0,0,0,4,50%,100%,4,0,0,0,0,0%
500005,139643,OZARKS UNLTD RESOURCE EDUCATION CO-OP,55,OZARKS UNLITD. RESOURCE COOP,0,36.2235,-93.086,0,0,0,0,1,0,0,0,2%,0%,4,0,0,0,0,0%
500009,139589,CORNING PUBLIC SCHOOL DISTRICT,5,CORNING SCHOOL DISTRICT,3,36.417791,-90.57925,1,0,1,1,0,0,0,3,60%,60%,4,0,0,0,0,0%
500011,139527,ARCH FORD EDUCATION SVC COOP,97,ARCH FORD EDUC. SERVICE COOP,0,35.15986,-92.649405,0,0,0,0,5,0,0,0,5%,0%,4,0,0,0,0,0%
500014,139713,WESTERN ARKANSAS COOPERATIVE,98,WESTERN ARKANSAS COOP,0,35.2953,-93.9326,0,0,0,1,0,0,0,0,1%,0%,4,0,0,0,0,0%
500015,139536,SHERIDAN PUBLIC SCHOOL DIST,6,SHERIDAN SCHOOL DISTRICT,6,34.309991,-92.398956,0,0,1,1,1,0,0,6,50%,100%,4,0,0,0,0,0%
500016,139599,MARMADUKE SCHOOL DISTRICT,2,MARMADUKE SCHOOL DISTRICT,2,36.193555,-90.391993,2,0,0,0,0,0,0,2,100%,100%,1,0,0,0,0,0%
500017,139604,PARAGOULD SCHOOL DISTRICT,11,PARAGOULD SCHOOL DISTRICT,6,36.056222,-90.50517,0,0,10,0,0,0,0,6,91%,55%,3,0,0,0,0,0%
500018,235241,SOUTHWEST ARKANSAS ED SERVICE COOP,32,SOUTHWEST ARK. COOP,0,33.666648,-93.584145,0,0,1,0,0,0,0,0,3%,0%,4,0,0,0,0,0%
500021,139621,IZARD CO CONS SCHOOL DIST,3,IZARD CO. CONS. SCHOOL DIST.,3,36.104197,-91.926455,0,0,0,1,0,0,0,3,33%,100%,4,0,0,0,0,0%
500022,139633,NORTH CENTRAL AR ED SVC CTR,54,NORTH CENTRAL ARK. EDUC COOP,0,36.05516,-91.890473,0,0,1,0,0,0,0,0,2%,0%,4,0,0,0,0,0%
500024,139355,ARKANSAS RIVER ED SVC COOP,37,ARK. RIVER EDUC SERVICE COOP,1,34.223766,-92.011799,0,0,1,0,0,0,0,1,3%,3%,4,0,0,0,0,0%
500026,139360,PINE BLUFF SCHOOL DISTRICT,10,PINE BLUFF SCHOOL DISTRICT,11,34.224715,-92.00451,0,0,0,4,0,0,0,10,40%,110%,4,0,0,0,0,0%
500027,233686,NORTHEAST ARKANSAS EDUCATION COOPERATIVE,1,NORTHEAST ARK. EDUC. COOP,0,36.119787,-90.941497,0,0,0,0,0,0,0,0,0%,0%,4,0,0,,,NA
500028,139385,STAR CITY PUBLIC SCHOOL DIST,4,STAR CITY SCHOOL DISTRICT,3,33.938907,-91.841145,0,0,0,3,0,0,0,3,75%,75%,4,0,0,0,0,0%
500029,139554,GOSNELL PUBLIC SCHOOL DISTRICT,2,GOSNELL SCHOOL DISTRICT,2,35.960162,-89.971932,0,0,0,0,10,0,0,2,500%,100%,4,0,0,0,0,0%
500030,139435,NEVADA SCHOOL DISTRICT 1,2,NEVADA SCHOOL DISTRICT,2,33.5928,-93.2946,0,0,0,0,0,0,0,2,0%,100%,4,0,0,,,NA
500036,82642,ARKANSAS SCHOOL FOR THE DEAF HIGH,1,ARK. SCHOOL FOR THE DEAF,2,34.752986,-92.304649,0,0,0,0,30,0,0,1,3000%,200%,4,0,0,0,0,0%
500041,139700,WESTERN YELL COUNTY SCH DIST,2,WESTERN YELL CO. SCHOOL DIST.,2,35.108654,-93.525473,0,0,0,1,0,0,0,2,50%,100%,4,0,0,0,0,0%
500042,139371,HAMBURG PUBLIC SCHOOL DISTRICT,6,HAMBURG SCHOOL DISTRICT,6,33.224188,-91.79671,0,0,6,0,0,0,0,6,100%,100%,1,0,0,0,0,0%
500043,139657,MOUNTAIN HOME SCHOOL DISTRICT,9,MOUNTAIN HOME SCHOOL DISTRICT,6,36.3291,-92.4019,0,0,0,0,9,0,0,6,100%,67%,2,0,0,0,0,0%
500061,231865,IMBODEN AREA CHARTER SCHOOL,1,IMBODEN CHARTER SCHOOL DISTRICT,1,36.203686,-91.179264,1,0,0,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
500065,232483,LAFAYETTE COUNTY SCHOOL DISTRICT,5,LAFAYETTE COUNTY SCHOOL DISTRICT,2,33.361072,-93.578578,0,0,0,0,0,0,0,2,0%,40%,4,0,0,,,NA
500067,16027135,CLEVELAND COUNTY SCHOOL DISTRICT,5,CLEVELAND COUNTY SCHOOL DIST.,3,33.955684,-92.188732,0,0,0,2,0,0,0,3,40%,60%,4,0,0,0,0,0%
500070,16026177,CEDAR RIDGE SCHOOL DISTRICT,5,CEDAR RIDGE SCHOOL DISTRICT,3,35.708937,-91.444058,0,0,0,0,0,0,0,3,0%,60%,4,0,0,,,NA
500071,16026648,HILLCREST PUBLIC SCHOOL DISTRICT,2,HILLCREST SCHOOL DISTRICT,2,35.967354,-91.321287,0,0,0,4,9,0,0,2,650%,100%,4,0,0,0,0,0%
500073,139456,OUACHITA RIVER SCHOOL DISTRCT,4,OUACHITA RIVER SCHOOL DISTRICT,4,34.637333,-94.206176,0,0,0,13,0,0,0,4,325%,100%,4,0,0,0,0,0%
500079,16026456,TWO RIVERS SCHOOL DISTRICT,2,TWO RIVERS SCHOOL DISTRICT,3,34.988368,-93.300637,0,0,0,2,0,0,0,2,100%,150%,2,0,0,0,0,0%
500082,16038738,LAWRENCE COUNTY SCHOOL DISTRICT,4,LAWRENCE COUNTY SCHOOL DISTRICT,4,36.063187,-90.955579,0,0,0,10,10,0,0,4,500%,100%,4,0,0,0,0,0%
500402,16063628,JACKSONVILLE LIGHT HOUSE CHARTER SCHOOL AT LITTLE ROCK AIR FORCE BASE,1,JACKSONVILLE LIGHTHOUSE CHARTER,2,34.8688,-92.109625,0,0,0,20,0,0,0,1,2000%,200%,4,0,0,0,0,0%
500405,139448,COSSATOT RIVER SCHOOL DISTRICT,8,COSSATOT RIVER SCHOOL DISTRICT,6,34.298767,-94.338108,0,0,13,0,0,0,0,6,163%,75%,4,0,0,0,0,0%
502250,139711,ALMA PUBLIC SCHOOL DIST 30,4,ALMA SCHOOL DISTRICT,4,35.479626,-94.235368,0,0,0,0,0,0,0,4,0%,100%,4,0,0,,,NA
502280,139644,ALPENA PUBLIC SCHOOL DISTRICT,2,ALPENA SCHOOL DISTRICT,2,36.29225,-93.294781,0,0,0,8,0,0,0,2,400%,100%,4,0,0,0,0,0%
502580,139418,ASHDOWN PUBLIC SCHOOL DISTRICT,5,ASHDOWN SCHOOL DISTRICT,5,33.674024,-94.134383,0,0,0,0,0,0,0,5,0%,100%,4,0,0,,,NA
502610,139692,ATKINS PUBLIC SCHOOL DISTRICT,4,ATKINS SCHOOL DISTRICT,3,35.244161,-92.937564,0,0,0,0,6,0,0,3,150%,75%,4,0,0,0,0,0%
502700,139468,BALD KNOB PUBLIC SCHOOL DIST,3,BALD KNOB SCHOOL DISTRICT,3,35.312935,-91.570708,0,0,0,16,0,0,0,3,533%,100%,4,0,0,0,0,0%
502820,139585,BAY SCHOOL DISTRICT 21,2,BAY SCHOOL DISTRICT,2,35.747234,-90.564795,0,0,0,3,0,0,0,2,150%,100%,4,0,0,0,0,0%
502960,139476,BENTON PUBLIC SCHOOL DIST 8,11,BENTON SCHOOL DISTRICT,7,34.560834,-92.591555,0,0,0,11,0,0,0,7,100%,64%,2,0,0,0,0,0%
503030,139680,PEA RIDGE SCHOOL DISTRICT 109,4,PEA RIDGE SCHOOL DISTRICT,4,36.45668,-94.122589,0,0,0,0,0,0,0,4,0%,100%,4,0,0,,,NA
503150,139646,BERRYVILLE PUBLIC SCHOOL DIST,4,BERRYVILLE SCHOOL DISTRICT,4,36.37564,-93.582562,0,0,25,1,0,0,0,4,650%,100%,4,0,0,0,0,0%
503300,139419,BLEVINS SCHOOL DISTRICT,2,BLEVINS SCHOOL DISTRICT,2,33.870484,-93.576947,0,0,0,0,0,0,0,2,0%,100%,4,0,0,,,NA
503420,139654,LEAD HILL PUBLIC SCHOOL DIST 4,2,LEAD HILL SCHOOL DISTRICT,2,36.40675,-92.907516,0,0,0,0,10,0,0,2,500%,100%,4,0,0,0,0,0%
503480,139477,BRADFORD PUBLIC SCHOOL DIST,3,BRADFORD SCHOOL DISTRICT,2,35.425026,-91.46285,0,0,12,0,0,0,0,2,400%,67%,4,0,0,0,0,0%
503510,139420,BRADLEY PUBLIC SCHOOL DISTRICT,2,BRADLEY SCHOOL DISTRICT,2,33.10103,-93.6619,0,0,0,8,0,0,0,2,400%,100%,4,0,0,0,0,0%
503630,139478,BRINKLEY SCHOOL DISTRICT,2,BRINKLEY SCHOOL DISTRICT,2,34.877432,-91.195255,0,0,1,0,0,0,0,2,50%,100%,4,0,0,0,0,0%
503710,139601,BUFFALO ISLAND CTRL SCH DIST,4,BUFFALO IS. CENTRAL SCH. DIST.,4,35.890603,-90.350248,0,0,0,0,12,0,0,4,300%,100%,4,0,0,0,0,0%
503840,139622,CALICO ROCK SCHOOL DISTRICT,2,CALICO ROCK SCHOOL DISTRICT,2,36.118531,-92.135706,0,0,2,0,0,0,0,2,100%,100%,1,0,0,0,0,0%
503960,139481,CARLISLE PUBLIC SCHOOL DIST,3,CARLISLE SCHOOL DISTRICT,2,34.7873,-91.7388,0,0,0,2,0,0,0,2,67%,67%,4,0,0,0,0,0%
504050,139623,CAVE CITY PUBLIC SCHOOL DIST,5,CAVE CITY SCHOOL DISTRICT,5,35.949273,-91.548344,0,0,11,0,0,0,0,5,220%,100%,4,0,0,0,0,0%
504080,139715,CEDARVILLE PUBLIC SCHOOL DIST,3,CEDARVILLE SCHOOL DISTRICT,3,35.57561,-94.36938,0,0,0,0,6,0,0,3,200%,100%,4,0,0,0,0,0%
504200,139716,CHARLESTON SCHOOL DISTRICT,2,CHARLESTON SCHOOL DISTRICT,2,35.297151,-94.044869,0,0,0,0,1,0,0,2,50%,100%,4,0,0,0,0,0%
504370,139608,RECTOR PUBLIC SCHOOLS,2,RECTOR SCHOOL DISTRICT,2,36.262756,-90.298565,0,0,0,0,0,0,0,2,0%,100%,4,0,0,,,NA
504410,139485,CLINTON PUBLIC SCHOOL DIST 1,4,CLINTON SCHOOL DISTRICT,4,35.590003,-92.462128,0,0,0,33,0,0,0,4,825%,100%,4,0,0,0,0,0%
504560,139625,CONCORD PUBLIC SCHOOL DISTRICT,2,CONCORD SCHOOL DISTRICT,2,35.682756,-91.81219,0,0,0,11,0,0,0,2,550%,100%,4,0,0,0,0,0%
504740,139714,COUNTY LINE SCHOOL DISTRICT 1,2,COUNTY LINE SCHOOL DISTRICT,2,35.307398,-93.91821,0,0,0,0,1,0,0,2,50%,100%,4,0,0,0,0,0%
504860,139442,CUTTER-MORNING STAR SCH DIST,8,CUTTER-MORNING STAR SCH. DIST.,2,34.502801,-92.991418,0,0,8,0,0,0,0,2,100%,25%,2,0,0,0,0,0%
504890,139696,DANVILLE PUBLIC SCHOOL DIST,3,DANVILLE SCHOOL DISTRICT,3,35.05168,-93.3917,0,0,2,0,2,0,0,3,133%,100%,4,0,0,0,0,0%
504930,139698,DARDANELLE PUBLIC SCHOOL DIST,4,DARDANELLE SCHOOL DISTRICT,4,35.228024,-93.159888,0,0,0,4,0,0,0,4,100%,100%,1,0,0,0,0,0%
504980,139671,DECATUR PUBLIC SCHOOL DISTRICT,2,DECATUR SCHOOL DISTRICT,2,36.331879,-94.444574,0,0,0,2,0,0,0,2,100%,100%,1,0,0,0,0,0%
505170,139364,DERMOTT PUBLIC SCHOOL DISTRICT,2,DERMOTT SCHOOL DISTRICT,2,33.525256,-91.430285,0,0,0,2,0,0,0,2,100%,100%,1,0,0,0,0,0%
